input_image_list = [
    [11, 5, 2, 5, 10, 7, 2, 7, 4, 5, 1, 12, 10, 4, 0, 8, 9, 3, 0, 8, 8, 12, 1, 9, 13, 5, 15, 3, 10, 1, 13, 12],
    [6, 9, 0, 11, 5, 6, 2, 13, 8, 10, 7, 9, 15, 14, 13, 7, 15, 12, 0, 7, 15, 0, 3, 0, 10, 7, 10, 8, 1, 12, 13, 5],
    [7, 3, 3, 2, 5, 3, 11, 12, 3, 0, 3, 6, 5, 11, 12, 7, 2, 12, 6, 6, 15, 11, 1, 8, 6, 13, 1, 6, 7, 10, 3, 6],
    [8, 3, 3, 15, 10, 11, 9, 6, 11, 15, 11, 12, 11, 4, 2, 14, 9, 12, 2, 4, 15, 5, 1, 11, 0, 3, 1, 2, 15, 14, 2, 4],
    [0, 0, 2, 2, 5, 12, 0, 9, 8, 0, 14, 10, 7, 9, 0, 11, 9, 4, 12, 6, 9, 12, 4, 3, 13, 2, 13, 12, 6, 10, 11, 15],
    [9, 12, 6, 13, 14, 11, 12, 15, 14, 13, 2, 2, 13, 1, 0, 2, 5, 2, 7, 15, 11, 3, 14, 10, 12, 13, 2, 8, 3, 3, 13, 10],
    [14, 6, 7, 5, 3, 4, 12, 12, 4, 1, 3, 4, 6, 3, 8, 11, 10, 5, 11, 3, 7, 9, 5, 7, 9, 14, 12, 15, 14, 14, 3, 1],
    [13, 0, 3, 2, 0, 3, 13, 14, 11, 12, 1, 11, 2, 0, 0, 2, 7, 0, 2, 5, 4, 10, 1, 11, 7, 1, 7, 8, 14, 2, 7, 4],
    [0, 0, 5, 12, 1, 1, 14, 5, 13, 9, 11, 9, 1, 7, 15, 6, 8, 13, 11, 5, 12, 14, 15, 10, 14, 9, 4, 8, 10, 15, 0, 0],
    [11, 15, 9, 9, 11, 14, 8, 8, 6, 1, 11, 13, 9, 6, 12, 10, 6, 5, 7, 11, 4, 9, 5, 0, 0, 4, 4, 5, 0, 3, 2, 3],
    [4, 10, 15, 5, 4, 5, 7, 14, 3, 6, 2, 8, 5, 3, 8, 14, 11, 5, 12, 7, 9, 3, 10, 7, 10, 3, 12, 15, 4, 5, 9, 4],
    [12, 7, 15, 14, 12, 12, 3, 5, 5, 6, 3, 4, 0, 13, 6, 14, 1, 11, 9, 12, 13, 4, 0, 14, 5, 12, 9, 7, 0, 9, 11, 4],
    [6, 3, 3, 10, 10, 4, 12, 5, 1, 5, 4, 9, 9, 15, 14, 1, 15, 15, 15, 15, 7, 2, 15, 1, 6, 8, 1, 4, 8, 13, 4, 13],
